page_name,page_id,party,source,disclaimer,amount_spent_eur,number_of_ads_in_library,party1,party2,path,date_produced,spend,remove_em
Hart voor Medemblik - HvM,100110105027855,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NieuwRechts,100660309175869,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Christelijk Verbond Oldebroek - CVO,114239984509601,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Burger Partij Amersfoort (BPA),323293641049229,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij Sleutelstad Leiden,107042108303694,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal Belang Eemsdelta,339709770252856,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Volt Maastricht,1158737427670503,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JA21 Drenthe,104339754859621,Ja21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Drenthe,108924971679347,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Utrecht,106666898640608,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Zuid-Holland,103223555657667,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Groningen,108302745077200,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Noord-Brabant,106031525371135,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Fryslȃn,108918535013324,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Flevoland,106486751992356,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Overijssel,102351109025041,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Gelderland,101202335863822,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BVNL Limburg,109320098670980,BVNL,NA,BVNL Limburg,≤100,1,BVNL,BVNL,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
CDA Waterschap Rijn & IJssel,102030152751430,CDA,NA,CDA Waterschap Rijn & IJssel,≤100,1,CDA,CDA,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
PvdA Gooise Meren,742717009178513,PvdA,NA,PvdA Gooise Meren,≤100,1,PvdA,PvdA,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
GroenLinks De Bilt,206634616180389,GroenLinks,NA,Leyla Ummels Çavuşoğlu,≤100,1,GroenLinks,NA,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
ChristenUnie Zeist,1438570786354286,ChristenUnie,NA,ChristenUnie Zeist,≤100,2,ChristenUnie,ChristenUnie,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
VVD Oosterhout,124194984359789,VVD,NA,VVD Oosterhout,≤100,1,VVD,VVD,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
ChristenUnie Tholen,645684475497789,ChristenUnie,NA,ChristenUnie Tholen,≤100,1,ChristenUnie,ChristenUnie,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
ChristenUnie waterschap Vechtstromen,789954968017738,ChristenUnie,NA,These ads ran without a disclaimer,≤100,1,ChristenUnie,NA,data/reports/FacebookAdLibraryReport_2023-03-07_NL_yesterday_advertisers.csv,2023-03-07,50,FALSE
PvdA Venray,404286903010029,PvdA,NA,Partij van de arbeid Venray,≤100,1,PvdA,NA,data/reports/FacebookAdLibraryReport_2023-03-08_NL_yesterday_advertisers.csv,2023-03-08,50,FALSE
BVNL Peel en Maas,107390432298459,BVNL,NA,Wouter Geboers,≤100,1,BVNL,NA,data/reports/FacebookAdLibraryReport_2023-03-08_NL_yesterday_advertisers.csv,2023-03-08,50,FALSE
Volt Zuid-Holland,109951188644465,Volt Nederland,NA,Volt Zuid-Holland,119,57,Volt Nederland,Volt Nederland,data/reports/FacebookAdLibraryReport_2023-03-09_NL_yesterday_advertisers.csv,2023-03-09,119,FALSE
ChristenUnie-SGP Noord-Brabant,1585007828396450,ChristenUnie,NA,ChristenUnie-SGP Noord-Brabant,≤100,1,ChristenUnie,ChristenUnie,data/reports/FacebookAdLibraryReport_2023-03-09_NL_yesterday_advertisers.csv,2023-03-09,50,FALSE
PvdA Dalfsen,472491742803558,PvdA,NA,PvdA Dalfsen,≤100,2,PvdA,PvdA,data/reports/FacebookAdLibraryReport_2023-03-09_NL_yesterday_advertisers.csv,2023-03-09,50,FALSE
ClaudioBlok.VVD,106598091938464,VVD,NA,Claudio Blok,≤100,1,VVD,NA,data/reports/FacebookAdLibraryReport_2023-03-09_NL_yesterday_advertisers.csv,2023-03-09,50,FALSE
SP Heerlen,257312361663,SP,NA,Arlette Vrusch,≤100,1,SP,NA,data/reports/FacebookAdLibraryReport_2023-03-09_NL_yesterday_advertisers.csv,2023-03-09,50,FALSE
Ekrem Selimspahic,116492734695937,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Tiemen Jan van Dijk,118426264517896,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Oisterwijk,1345685305522860,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Midden-Groningen,1649013595380040,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rudy Tegels,837647219611717,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hart voor Bloemendaal,692423567477734,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JA21 Noord-Holland,670551846971300,Ja21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JA21 Limburg,111453351878488,Ja21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Dario Prinsen,100286368532402,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Brabant,715432808550645,CDA,new,CDA Brabant,≤100,32,CDA,CDA,data/reports/FacebookAdLibraryReport_2023-03-10_NL_yesterday_advertisers.csv,2023-03-10,50,FALSE
PvdA Tiel,1414131035469220,PvdA,new,Darwin Verbeek,≤100,1,PvdA,NA,data/reports/FacebookAdLibraryReport_2023-03-10_NL_yesterday_advertisers.csv,2023-03-10,50,FALSE
ChristenUnie Gelderland,1462668553973131,ChristenUnie,new,ChristenUnie Gelderland,≤100,1,ChristenUnie,ChristenUnie,data/reports/FacebookAdLibraryReport_2023-03-10_NL_yesterday_advertisers.csv,2023-03-10,50,FALSE
SP Limburg,1706286032795068,SP,new,SP Limburg,≤100,1,SP,SP,data/reports/FacebookAdLibraryReport_2023-03-10_NL_yesterday_advertisers.csv,2023-03-10,50,FALSE
Waterschap 50PLUSpartij Hoogheemraadschap Schieland en de Krimpenerwaard,364072567479011,50PLUS,new,These ads ran without a disclaimer,≤100,1,50PLUS,NA,data/reports/FacebookAdLibraryReport_2023-03-10_NL_yesterday_advertisers.csv,2023-03-10,50,FALSE
PVV Provincie Utrecht,296125217114169,PVV,new,PVV Provincie Utrecht,≤100,1,PVV,PVV,data/reports/FacebookAdLibraryReport_2023-03-11_NL_yesterday_advertisers.csv,2023-03-11,50,FALSE
Laura Ouderkerken - VVD,224122308340547,VVD,new,Laura Ouderkerken - VVD,≤100,3,VVD,VVD,data/reports/FacebookAdLibraryReport_2023-03-11_NL_yesterday_advertisers.csv,2023-03-11,50,FALSE
Marc Uijen #6 VVD - Waterschap Aa en Maas,108664558840675,VVD,new,Marc Sebastiaan Uijen,≤100,1,VVD,NA,data/reports/FacebookAdLibraryReport_2023-03-11_NL_yesterday_advertisers.csv,2023-03-11,50,FALSE
CDA IJsselstein,343890219086754,CDA,new,Frank Van Kippersluis,≤100,1,CDA,NA,data/reports/FacebookAdLibraryReport_2023-03-11_NL_yesterday_advertisers.csv,2023-03-11,50,FALSE
SP Leeuwarden,504650446219790,SP,new,SP Leeuwarden,≤100,1,SP,SP,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
GroenLinks Provincie Groningen,705292922857832,GroenLinks,new,Bas De Boer,≤100,1,GroenLinks,NA,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
ChristenUnie Stadskanaal,342907735809607,ChristenUnie,new,Ronald Elzen,≤100,2,ChristenUnie,NA,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
PvdA Hengelo,613634905375602,PvdA,new,PvdA Hengelo,≤100,1,PvdA,PvdA,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
PvdA Eemnes,106917755229086,PvdA,new,Wilma A. de Boer-Leijsma,≤100,1,PvdA,NA,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
VVDTexel,154451034721385,VVD,new,VVD Texel,≤100,1,VVD,VVD,data/reports/FacebookAdLibraryReport_2023-03-12_NL_yesterday_advertisers.csv,2023-03-12,50,FALSE
Berkellandse CDA,102775708811654,CDA,new,CDA Fractie Berkelland,≤100,3,CDA,CDA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
GroenLinks Rijssen-Holten,153940348434794,GroenLinks,new,Camiel Versluis,≤100,1,GroenLinks,NA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
Pvda Horst aan de Maas,599139886810803,PvdA,new,PvdA Horst aan de Maas,≤100,1,NA,PvdA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
Bart van Erven VVD Apeldoorn,423338411446476,VVD,new,Bart Van Erven,≤100,3,VVD,NA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
PvdA Fryslân,532591863498196,PvdA,new,PvdA Fryslân,≤100,1,PvdA,PvdA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
CDA Noordoostpolder,706168352729757,CDA,new,Marc Johannes Reussing,≤100,1,CDA,NA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
CDA Maashorst,168873463306935,CDA,new,These ads ran without a disclaimer,≤100,1,CDA,NA,data/reports/FacebookAdLibraryReport_2023-03-13_NL_yesterday_advertisers.csv,2023-03-13,50,FALSE
CDA Oost Gelre,1922003458049644,CDA,new,CDA Oost Gelre,≤100,1,CDA,CDA,data/reports/FacebookAdLibraryReport_2023-03-14_NL_yesterday_advertisers.csv,2023-03-14,50,FALSE
Ad van Broekhoven VVD,110127828276786,VVD,new,These ads ran without a disclaimer,≤100,1,VVD,NA,data/reports/FacebookAdLibraryReport_2023-03-14_NL_yesterday_advertisers.csv,2023-03-14,50,FALSE
PVV Urk,1996821847265933,PVV,new,PVV Urk,≤100,2,PVV,PVV,data/reports/FacebookAdLibraryReport_2023-03-14_NL_yesterday_advertisers.csv,2023-03-14,50,FALSE
PvdA Rhenen-Elst-Achterberg,399862253444162,PvdA,new,Partij van de Arbeid Rhenen,≤100,1,PvdA,NA,data/reports/FacebookAdLibraryReport_2023-03-14_NL_yesterday_advertisers.csv,2023-03-14,50,FALSE
PVV Overijssel,1657040784522924,PVV,new,PVV Overijssel,259,2,PVV,PVV,data/reports/FacebookAdLibraryReport_2023-03-15_NL_yesterday_advertisers.csv,2023-03-15,259,FALSE
BVNL Flevoland,103863619253084,BVNL,new,BVNL Flevoland,204,9,BVNL,BVNL,data/reports/FacebookAdLibraryReport_2023-03-15_NL_yesterday_advertisers.csv,2023-03-15,204,FALSE
ChristenUnie Brunssum,105879418349029,ChristenUnie,new,ChristenUnie Brunssum,≤100,1,ChristenUnie,ChristenUnie,data/reports/FacebookAdLibraryReport_2023-03-15_NL_yesterday_advertisers.csv,2023-03-15,50,FALSE
